case_id,model,prompt_family,condition_type,init_a,init_b,init_fact_jaccard_distance,init_type_l1_distance,init_text_distance,fin_fact_jaccard_distance,fin_type_l1_distance,fin_text_distance,contraction_fact_jaccard,contraction_type_l1,contraction_text
4ec8de5_3,minimax,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.125,0.12499999999999997,0.9234828496042217,0.75,0.75,0.8064516129032258,6.0,6.000000000000002,0.8732718894009216
4ec8de5_3,minimax,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9541029207232267,1.0,0.5,1.0,100000000.0,50000000.0,1.0481049562682216
4ec8de5_3,minimax,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.125,0.12499999999999997,0.550561797752809,1.0,0.5,1.0,8.0,4.000000000000001,1.816326530612245
4ec8de5_3,qwen,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.9111111111111111,0.1428571428571429,0.14285714285714285,0.7325581395348837,14285714.285714291,14285714.285714285,0.8040272263187748
4ec8de5_3,qwen,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.125,0.12499999999999997,0.5545087483176312,0.4285714285714286,0.33333333333333337,0.7422680412371134,3.428571428571429,2.6666666666666674,1.338604744269843
4ec8de5_3,qwen,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.0444444444444444,1.0,0.49999999999999994,1.0,100000000.0,49999999.99999999,22.500000000000025
4ec8de5_3,qwen,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.125,0.12499999999999997,0.917098445595855,0.2857142857142857,0.28571428571428575,0.7926829268292683,2.2857142857142856,2.2857142857142865,0.8643378806669423
4ec8de5_3,qwen,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9541029207232267,1.0,0.4999999999999999,1.0,100000000.0,49999999.999999985,1.0481049562682216
4ec8de5_3,qwen,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.125,0.12499999999999997,0.5426573426573427,1.0,0.5,1.0,8.0,4.000000000000001,1.842783505154639
4fab96f_1,minimax,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.900562851782364,0.75,0.75,0.8473282442748091,75000000.0,75000000.0,0.9408874045801526
4fab96f_1,minimax,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.125,0.10714285714285712,0.6243478260869566,0.5,0.5,0.787037037037037,4.0,4.666666666666668,1.2605746414938612
4fab96f_1,minimax,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.05628517823639778,1.0,0.5,1.0,100000000.0,50000000.0,17.766666666666655
4fab96f_1,minimax,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.125,0.10714285714285712,0.9385665529010239,0.875,0.875,0.8245614035087719,7.0,8.166666666666668,0.8785326953748007
4fab96f_1,minimax,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9548872180451128,1.0,0.5,1.0,100000000.0,50000000.0,1.047244094488189
